project,package,class,method,time_green
asutoshpalai,server,HTTPServer,runServer.(I)V,57
sheryanresutov,gui,GamePanel,removePlayer.(I)V,47
harithan81,com.lm.service,UserActivityService,returnBook.(I)Ljava/lang/Object;,72
Mandrivia,main,ProblemData,getWindVector.(III)Ljava/lang/Object;,42
alexditu,ro.pub.cs.systems.pdsd.lab05.addressbook.controller,ContactAdapter,getItemViewType.(I)I,44
di-ruan,shared,RDSWrapper,getRestaurantConfig.(I)Ljava/lang/Object;,43
hpu-spring87,com.hpuvoice.XlistView,XListViewHeader,setVisiableHeight.(I)V,80
KenyStev,-,PalindromoAir,reset.(I)V,47
TBtomislav,jxl.biff,FormattingRecords,getDateFormat.(I)Ljava/lang/Object;,43
TomWerner,com.wernerapps.ezbongo.StopListing,ExpandableSwipeAdapter,getGroup.(I)Ljava/lang/Object;,40
ey-,com.aje.logic16.app.GameLogic,GameLogic,buttonClicked.(I)V,40
voodoodyne,org.subethamail.smtp.server,SMTPServer,setBacklog.(I)V,36
igrief15,-,Player,changeCoins.(I)V,27
TBtomislav,jxl.write.biff,WritableWorkbookImpl,getExternalSheetIndex.(I)I,30
WyattPearson,-,Board,getPos.(I)Ljava/lang/Object;,28
supernova-cmu,CV,CrossValidationWithPruning,validate.(I)Ljava/lang/Object;,33
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingListActivity,setContentView.(I)V,29
Jumping-alien-W-and-M,jumpingalien.model,World,getProperXWindow.(I)I,42
Artur-,org.vaadin.artur,DayValidator,getDaysInMonth.(I)I,111
martincameron,micromod,Macro,divide.(III)I,35
TheTemportalist,com.temportalist.thaumicexpansion.common.block,BlockThaumicAnalyzer,getRotation.(I)I,34
Mandrivia,main,ProblemData,setNbTurn.(I)V,35
netixx,fr.enst.infsi351.notedown.fragment,SideBySidePdfRendererFragment,renderMarkers.(I)V,39
martincameron,micromod,Instrument,setVolume.(I)V,48
lydiaSidhom,Engine,Shifter,shift.(I)V,52
SvenDub,nl.svendubbeld.car.activity,CarActivity,onGpsStatusChanged.(I)V,40
tliu17,-,DirectedMatrixGraph,getNeighbors.(I)[I,41
twitter,com.twitter.http2,HttpConnection,updateAllReceiveWindowSizes.(I)V,36
Mandrivia,main,ProblemData,setnY.(I)V,28
jordanywhite,edu.up.cs301.game.config,GameConfig,getSelName.(I)Ljava/lang/Object;,46
sheryanresutov,GameBackEnd,Game,findPlayer.(I)Ljava/lang/Object;,36
divinebooger,huglife,HugLife,simulate.(II)V,47
srivathsarao,com.vertexnet.realestate.model.tablemodel,AgentsTableModel,getValueAt.(II)Ljava/lang/Object;,53
jlnunn2372,bubblePopper,ScoreBoardController,setScore.(I)V,27
yxsu,com.petuum.ps.server,Server,addClientBgPair.(II)V,29
supernova-cmu,CV,CrossValidation,validate.(I)Ljava/lang/Object;,29
clrung,-,Heap,right.(I)I,35
sheryanresutov,GameBackEnd,Game,addPlayerToSB.(I)Ljava/lang/Object;,28
niosus,com.learnit.learnit.fragments.learn_fragments,AbstractLearnFragment,onAnimationFinished.(II)V,27
clear2zero,com.ksy.media.player,BaseMediaPlayer,notifyOnInfo.(II)Z,30
clrung,-,Heap,parent.(I)I,27
alexditu,ro.pub.cs.systems.pdsd.lab05.sample09baseadapter.controller,CartoonAdapter,getItemViewType.(I)I,28
jordanywhite,edu.up.cs301.game.config,GameConfig,setRemoteSelType.(I)V,30
NanodegreeStudent,com.danilaeremin.nicecoffee.Adapters,ProductCellAdapter,getProduct.(I)Ljava/lang/Object;,29
tecnomatico,com.freelancersteam.www.java.tomafoto.dominio.dao.imp,EmpleadoDaoImp,getEmpleado.(I)Ljava/lang/Object;,27
yitaohu,cs61b_project1,PixImage,boxBlur.(I)Lcs61b_project1/PixImage;,31
tliu17,-,OpenHashing,insert.(II)V,43
fabiuz7,edu.priceton.cs.graph,DigraphGenerator,strong.(III)Ljava/lang/Object;,91
srivathsarao,com.vertexnet.realestate.model.tablemodel,EmployeesTableModel,isCellEditable.(II)Z,46
fabiuz7,edu.priceton.cs.graph,DigraphGenerator,simple.(II)Ljava/lang/Object;,60
hpu-spring87,com.hpuvoice.app,ContentActivity,onPageSelected.(I)V,35
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.sample10listactivity.controller,CartoonAdapter,getItem.(I)Ljava/lang/Object;,30
NanodegreeStudent,com.danilaeremin.nicecoffee.Fragments,NavigationDrawerFragment,selectItem.(I)V,33
DShamaev,com.hikimori911.mylastfmclient.appinterface,MainMenuFragment,selectItem.(I)V,33
formychar,com.example.shahab123.seng301,page2,calculateTime.(I)V,30
shred,org.shredzone.feinrip.gui,NoListSelectionModel,setSelectionMode.(I)V,36
jeremux,serveur,GraphImpl,aRecu.(I)Z,30
krisnaru,-,PrimeNumbers,test.(I)V,46
sarvex,com.sarvex.snow,PlaybackOverlayFragment,updatePlaybackRow.(I)V,32
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.sample11listfragment.controller,CartoonAdapter,getItemId.(I)J,28
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,canOutput_Item.(I)Z,33
Mandrivia,main,ProblemData,getAltitudeChanges.(II)I,30
TBtomislav,jxl.write.biff,WritableWorkbookImpl,moveSheet.(II)Ljava/lang/Object;,31
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,setSide.(II)Z,33
jfedor2,org.jfedor.nxtremotecontrol,SquareImageButton,onMeasure.(II)V,45
JsonHunt,com.squareup.okhttp.internal.spdy,Settings,getMaxConcurrentStreams.(I)I,29
martincameron,micromod.compiler,Note,setRepeat.(I)V,30
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,getAugmentedTime.(I)I,29
martincameron,micromod.compiler,AudioData,scale.(I)Lmicromod/compiler/AudioData;,35
danielsnipher,br.com.fiap.blind,DesambiguaVoz,onInit.(I)V,29
dezouzart,service,SmartBusca,heuristica.(IIII)I,30
bitcrystal,de.bitcrystal.decentralizedexchange.security,BitCrystalKeyGenerator,getPasswordIterations.(I)I,43
srivathsarao,com.vertexnet.realestate.model.tablemodel,InstallmentsTableModel,isCellEditable.(II)Z,33
fabiuz7,edu.umd.cloud9.util,ArrayListOfFloats,get.(I)F,31
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,resizeTo.(II)Ljava/lang/Object;,35
yitaohu,cs61b_project1,PixImage,getRed.(II)S,30
butlersrepos,dungeonDigger.entities.templates,ZombieTemplate,newMovement.(I)I,30
shareme,com.grottworkshop.gwsviewmodel.viewmodel,UserListViewModel,deleteUser.(I)V,30
divinebooger,huglife,HugLife,simulate.(I)V,31
fabiuz7,util,GetData,getIntFromKeyboard.(II)I,104
KenyStev,ChessChaturanga.Logica,Board,getPieceAt.(II)Ljava/lang/Object;,31
tliu17,-,ListGraph,addEdge.(II)V,29
halfjew22,net.everythingandroid.timer,TimerActivity,switchTimerInputMethod.(I)V,30
divinebooger,-,StdDrawPlus,setCanvasSize.(II)V,99
clhernandez,cl.usach.lab1.rrhh.rmi.client,ClienteRrhhRMI,getDepartamentoById.(I)Ljava/lang/Object;,30
niosus,com.learnit.learnit.fragments.learn_fragments,AbstractLearnFragment,fetchNewRandomWordsAsync.(II)V,29
MikeLydeamore,powercrystals.core.gui.controls,ListBox,scrollTo.(I)V,30
yxsu,com.petuum.ps.server,ServerRow,subscribe.(I)V,32
fbrass,de.spqr.inventorychangeapp,PartServer,changeEngineAmount.(I)Z,30
Sidereo,com.sidereo.paparazzi.adapter,PictureAdapter,getItemViewType.(I)I,30
AlecinVan,storm.ingress.tools,SlidingWindowCounter,slotAfter.(I)I,29
TBtomislav,jxl.write.biff,RowRecord,insertColumn.(I)V,29
igrief15,-,Board,drawBoard.(II)V,338
isince,com.ndsince.dictsv.Adapter,CustomAdapter,upDateFavoriteslist.(I)V,28
shred,org.shredzone.feinrip.dvb.si,CharsetMapper,mapIsoCode.(I)Ljava/nio/charset/Charset;,48
bowser123467,com.dwarfscraft.musicbox,MusicThread,nextSong.(I)V,30
TBtomislav,jxl.biff.formula,Function,getFunction.(I)Ljava/lang/Object;,30
Tyrtle,trevorwarner.individualgame,Brick,setBrickHealth.(I)V,33
bashizip,com.bashizip.andromed,QuotesActivity,displayQuote.(I)V,32
WyattPearson,-,HailstoneGUI,record.(II)V,32
mtudora,com.application.timmy.ui,OfficeMapView,onSizeChanged.(IIII)V,32
fabiuz7,edu.priceton.cs.graph,GraphGenerator,simple.(II)Ljava/lang/Object;,44
fabiuz7,edu.umd.cloud9.util,ArrayListOfFloats,remove.(I)F,34
MikeLydeamore,cofh.gui,GuiTextList,mouseClicked.(IIII)Ljava/lang/Object;,31
BoBinLee,com.skhu.service,DocumentService,getCalendarMenu.(II)Ljava/lang/Object;,31
divinebooger,-,StdDrawPlus,show.(I)V,97
tliu17,-,OpenHashing,lookUp.(II)V,36
clhernandez,cl.usach.lab1.rrhh.rmi.client,ClienteRrhhRMI,getCargoById.(I)Ljava/lang/Object;,28
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,add.(I)V,28
tliu17,-,ClosedHashing,getHashAddress.(II)I,32
jlnunn2372,bubblePopper,ScoreBoardController,comapreScore.(I)V,29
Mandrivia,main,ProblemData,isCovered.(I)I,29
igorgatis,com.googlecode.compress_j2me.lzc,LZCOutputStream,write.(I)V,29
cyanskies,au.edu.deakin.ice.meltdown,SoundManager,resume.(I)V,28
martincameron,micromod,Instrument,setFineTune.(I)V,48
gpfjeff,com.gpfcomics.android.ppp,Cardset,setNumberOfColumns.(I)V,29
eevans,SevenZip.Compression.LZMA,Base,GetLenToPosState.(I)I,30
hpu-spring87,com.hpuvoice.fragment,ChatFragment,viewPagerItem.(I)Ljava/lang/Object;,28
spiritistz,com.wordpress.hifilmtheapp,MainActivity,getOutputMediaFileUri.(I)Ljava/lang/Object;,28
pfyuit,com.pfyuit.myalgorithm.datastructure.hash,HashTable,hashFunc1.(I)I,35
DunnR,-,BinaryTree,add.(I)V,30
eevans,SevenZip.Compression.LZMA,Base,StateIsCharState.(I)Z,33
sheryanresutov,GameBackEnd,GameBoard,checkSet.(III)Z,30
jglewis93,com.example.jon.restroomradar,SchemaContract,getLongitude.(I)D,29
immlf,ua.pp.lab101.synthesizercontrol.ftdiconverter,DataConverter,returnClearBitMask.(I)B,27
mtudora,com.application.timmy.ui,OfficeMapView,measure.(I)I,29
Kevin-unipe,data.br,Data,setDia.(I)V,31
KenyStev,com.ZeroStudio.Algorimos.week1,WeightedQuickUnionUF,connected.(II)Z,30
KenyStev,ChessChaturanga.Logica.Pieces,Elephant,validMovement.(II)Z,27
mithunkumarnallu,SchedulingAlgos,ProcessInfo,DecrementProcessBurstTime.(I)I,44
chrisschroeder92,edu.augustana.csc490.phoenix,Bullet,checkOnScreen.(I)Z,30
sheryanresutov,gui,GamePanel,decreaseScore.(I)V,28
lorinczpatrik,tema2_TP,Simulator,closeHandler.(I)V,30
martincameron,ibxm,Data,uleShort.(I)I,33
TheTemportalist,com.temportalist.thaumicexpansion.common.block,BlockThaumicAnalyzer,getDirection.(I)Ljava/lang/Object;,28
Mandrivia,main,ProblemData,setNbBalloon.(I)V,27
jhonnybsg,br.com.gamezes.screens,PlayerSelectScreen,touchDragged.(III)Z,28
MikeLydeamore,powercrystals.core.gui.controls,ListBox,getElement.(I)Ljava/lang/Object;,28
voodoodyne,org.subethamail.smtp.server,SMTPServer,setConnectionTimeout.(I)V,28
Jumping-alien-W-and-M,jumpingalien.model,World,getHash.(II)I,37
phdabel,util,MASLABRouting,getSearch.(I)Ljava/lang/Object;,29
Holmaren,ir,PostingsEntry,addOffset.(I)V,32
isince,com.ndsince.dictsv.Adapter,CustomAdapter,menuListDialogAction.(II)V,27
DShamaev,com.hikimori911.mylastfmclient.appinterface,MainMenuAdapter,getItemViewType.(I)I,28
caseyjames,FinalProject,PriorityQueueHEAP,percolateDown.(I)V,37
eungju,cylon.creole,CreoleMarkupBuilder,charAt.(I)C,31
kinneyyan,com.antonyt.infiniteviewpager,MinFragmentPagerAdapter,getItem.(I)Ljava/lang/Object;,30
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitesTableModel,getValueAt.(II)Ljava/lang/Object;,40
cyanskies,au.edu.deakin.ice.meltdown,SoundManager,load.(I)I,31
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,incrSide.(I)Z,31
immlf,ua.pp.lab101.synthesizercontrol.adregisters,ADRegister,setBitByPosition.(I)V,38
tliu17,-,ListGraph,areNeighbors.(II)Z,30
voodoodyne,org.subethamail.smtp.server,SMTPServer,setPort.(I)V,28
srivathsarao,com.vertexnet.realestate.model.tablemodel,EmployeesTableModel,getColumnName.(I)Ljava/lang/Object;,28
jglewis93,com.example.jon.restroomradar,SchemaContract,getTitle.(I)Ljava/lang/Object;,31
bmzhao,-,UtopianTree,UtopiaTree.(I)I,30
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingListActivity,setBehindContentView.(I)V,29
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,indexOf.(I)I,30
JsonHunt,com.squareup.okhttp.internal.spdy,Settings,get.(I)I,31
shred,org.shredzone.feinrip.gui,JLabelGroup,setMinimumWidth.(I)V,110
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitePaymentTableModel,getColumnClass.(I)Ljava/lang/Object;,45
frigidrain,scheduler,TaskGroup,setDifficulty.(I)V,28
naver,com.naver.android.rotatableviewsample,MainActivity,roundOrientation.(II)I,31
tecnomatico,com.freelancersteam.www.java.tomafoto.dominio.dao.imp,EmpleadoDaoImp,getAsistencia.(I)Ljava/lang/Object;,30
itot0103,ocha.itolab.koala.applet.koalaview,VectorParettePanel,draw.(I)V,30
KenyStev,Zero.Studio.Gato,Gato,set0.(II)V,36
zhangruoxu,VC.CodeGen,Frame,pop.(I)V,30
rsv355,beap.webmyne.com.demotabbar,MainActivity,selectTAB.(I)V,30
fbrass,de.spqr.inventorychangeapp,PartServer,changeWheelAmount.(I)Z,30
voodoodyne,org.subethamail.smtp.io,ThresholdingOutputStream,write.(I)V,29
TheTemportalist,com.temportalist.thaumicexpansion.common.block,BlockThaumicAnalyzer,getTier.(I)I,29
mithunkumarnallu,SchedulingAlgos,ProcessInfo,UpdateReadyQueueWaitTime.(I)V,29
aatxe,org.tomato.net.server.debug,LimitLinesDocumentListener,setLimitLines.(I)V,34
hpu-spring87,com.hpuvoice.XlistView,XListViewHeader,setState.(I)V,38
TBtomislav,jxl.biff.drawing,EscherRecordType,getType.(I)Ljxl/biff/drawing/EscherRecordType;,72
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,decrSide.(I)Z,30
fbrass,de.spqr.inventorychangeapp,PartServer,changeDoorAmount.(I)Z,42
endangh,p9.c,ArraysMatakuliah,get.(I)Ljava/lang/Object;,28
ronak1790,core,Database,getUsername.(I)Ljava/lang/Object;,29
alexditu,ro.pub.cs.systems.pdsd.lab05.addressbook.controller,ContactAdapter,getItemId.(I)J,28
alexditu,ro.pub.cs.systems.pdsd.lab05.sample11listfragment.controller,CartoonAdapter,getItem.(I)Ljava/lang/Object;,28
frontiertsymbal,com.frontier.giphy.utils,CircularViewPagerHandler,handleScrollState.(I)V,30
Tommyatkins,com.tommyatkins.test.reflect,Generic,getGenericType.(I)Ljava/lang/Class;,28
JsonHunt,com.squareup.okhttp.internal.spdy,Settings,getInitialWindowSize.(I)I,28
tliu17,-,ClosedHashing,delete.(II)V,36
voodoodyne,org.subethamail.smtp.io,ThresholdingOutputStream,checkThreshold.(I)V,34
bhargavchippada,clickr,LoginPage,updateSharedPref.(I)V,32
srivathsarao,com.vertexnet.realestate.model.tablemodel,LayoutsTableModel,getColumnClass.(I)Ljava/lang/Object;,32
alexditu,ro.pub.cs.systems.pdsd.lab05.addressbook.controller,ContactAdapter,getItem.(I)Ljava/lang/Object;,29
hpu-spring87,com.hpuvoice.XlistView,XListView,resetHeaderHeight.(I)V,31
martincameron,micromod,Instrument,normalizeSampleIdx.(I)I,32
zhangruoxu,VC.CodeGen,Frame,push.(I)V,30
immlf,ua.pp.lab101.synthesizercontrol.adregisters,ADRegister,clearBitByPosition.(I)V,32
sheryanresutov,GameBackEnd,GameLobby,delPlayer.(I)V,33
krisnaru,-,PrimeNumbers,testManual.(I)V,43
clear2zero,com.ksy.media.widget,MediaPlayerLockView,show.(I)V,28
fbrass,de.spqr.activitiderbysoapservice,PartServer,changeTireAmount.(I)Z,30
tkleisas,org.teacake.monolith.apk,SoundPoolManager,playSound.(I)V,34
AdaptiveSystem,com.movie.worth.dao,Ratings,getOneParticularRating.(II)Ljava/lang/Object;,33
Artur-,org.vaadin.artur,DayValidator,setMonth.(I)V,30
frigidrain,scheduler,TaskGroup,setUrgency.(I)V,27
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingActivity,setContentView.(I)V,28
TBtomislav,jxl.biff,Type,getType.(I)Ljxl/biff/Type;,81
voodoodyne,org.subethamail.smtp.server,SMTPServer,setMaxRecipients.(I)V,31
twitter,com.twitter.http2,HttpHeaderBlockEncoder,setDecoderMaxHeaderTableSize.(I)V,31
tliu17,-,ClosedHashing,insert.(II)V,43
hpu-spring87,com.hpuvoice.fragment,ChatFragment,isDeletePng.(I)Z,32
sheryanresutov,gui,GamePanel,blockTimer.(I)V,48
sheryanresutov,GameBackEnd,GameBoard,processSubmit.(III)I,36
eevans,SevenZip.Compression.LZ,InWindow,GetIndexByte.(I)B,31
jfeinstein10,com.jeremyfeinstein.slidingmenu.lib.app,SlidingMapActivity,setBehindContentView.(I)V,30
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,eliminarOrden.(I)Z,32
tkleisas,org.teacake.monolith.apk,SoundPoolManager,pauseMusic.(I)V,31
srivathsarao,com.vertexnet.realestate.model.tablemodel,CustomersTableModel,getColumnName.(I)Ljava/lang/Object;,31
AdaptiveSystem,com.movie.worth.dao,Ratings,getRatingsOfOneMovie.(I)Ljava/lang/Object;,29
KenyStev,com.ZeroStudio.Algorimos.week1,WeightedQuickUnionUF,root.(I)I,34
TheTemportalist,com.temportalist.thaumicexpansion.common.block,BlockThaumicAnalyzer,damageDropped.(I)I,29
sheryanresutov,GameBackEnd,Game,setLock.(I)V,31
neureal,org.noo4j.daemon,BtcDaemon,startListening.(III)V,27
xujiabin,com.zol.backserver.util.date,DateConvertUtil,getWeekCnFn.(I)Ljava/lang/Object;,32
twitter,com.twitter.http2,HttpConnection,isLocalSideClosed.(I)Z,28
wujek-srujek,com.jambit.conti.ccss,CCSS,generateTouch.(III)V,33
butlersrepos,dungeonDigger.entities.templates,ZombieTemplate,newDex.(I)I,28
KenyStev,com.ZeroStudio.Algorimos.week1,QuickUnionUF,root.(I)I,27
dcapwell,com.github.dcapwell.java.file.operations,NIOChmod,convertToPermissionsSet.(I)Ljava/lang/Object;,28
twitter,com.twitter.http2,HttpConnection,updateReceiveWindowSize.(II)I,29
fbrass,de.spqr.activitiderbysoapservice,PartServer,changeFronWindowAmount.(I)Z,28
isince,com.ndsince.dictsv.Adapter,CustomAdapter,getItemId.(I)J,26
linsonzhao,video.app.com.views,ScallingImageView,setMaxWidth.(I)V,29
tliu17,-,OpenHashing,printTable.(I)V,35
double0291,com.android.volley.toolbox,ByteArrayPool,getBuf.(I)[B,31
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,resizeTo.(II)Ljava/lang/Object;,35
lorinczpatrik,tema2_TP,Simulator,generateClients.(I)Ljava/lang/Object;,35
KenyStev,com.ZeroStudio.Algorimos.week1,QuickUnionUF,connected.(II)Z,29
TBtomislav,jxl.write.biff,WritableWorkbookImpl,getName.(I)Ljava/lang/Object;,28
stickfigure,unsuck.security,BCrypt,gensalt.(I)Ljava/lang/String;,261
Mandrivia,main,ProblemData,setNbTarget.(I)V,27
caseyjames,assignment9,PriorityQueueHEAP,percolateUp.(I)V,30
Jumping-alien-W-and-M,jumpingalien.model,Slime,hit.(I)V,28
yxsu,com.petuum.ps.server,Server,init.(I)V,28
WyattPearson,-,ReversiGame,flipLine.(IIII)V,29
KenyStev,LabProgra2,Residencial,numeroDisponible.(I)Z,33
srivathsarao,com.vertexnet.realestate.model.tablemodel,SitePaymentTableModel,getColumnName.(I)Ljava/lang/Object;,30
clear2zero,com.ksy.media.widget,MediaPlayerControllerVolumeView,setVolume.(I)V,28
JsonHunt,com.squareup.okhttp.internal.spdy,Settings,getDownloadBandwidth.(I)I,27
halfjew22,net.everythingandroid.timer,TimerActivity,onCreateDialog.(I)Ljava/lang/Object;,27
eevans,SevenZip.Compression.LZMA,Decoder,SetDictionarySize.(I)Z,29
hpu-spring87,com.hpuvoice.fragment,ChatFragment,dotsItem.(I)Ljava/lang/Object;,27
linsonzhao,video.app.autobahn,WebSocketOptions,setReconnectInterval.(I)V,27
fbrass,de.spqr.activitiderbysoapservice,PartServer,changeEngineAmount.(I)Z,29
gpfjeff,com.gpfcomics.android.ppp,Cardset,isValidNumberOfColumns.(I)Z,31
EricssonResearch,com.ericsson.research.owr.sdk,MediaStreamHandler,onSendSsrcChanged.(I)V,28
zhangruoxu,VC.CodeGen,Emitter,emitASTORE.(I)V,31
MikeLydeamore,powercrystals.core.gui.controls,ListBox,drawForeground.(II)V,29
liulinru13,mmrx.com.myuserdefinedview,MainActivity,selectFragment.(I)V,36
linsonzhao,video.app.com.views,ScallingImageView,resolveAdjustedSize.(III)I,30
KenyStev,-,PalindromoAir,printPassengers.(I)V,29
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.sample09baseadapter.controller,CartoonAdapter,getItem.(I)Ljava/lang/Object;,27
igrief15,-,Board,unoccupy.(II)V,26
sheryanresutov,gui,CardGrid,setGameID.(I)V,29
alexditu,ro.pub.cs.systems.pdsd.lab05.sample11listfragment.controller,CartoonAdapter,getItemViewType.(I)I,30
StefanCiotec,ro.pub.cs.systems.pdsd.lab05.sample11listfragment.controller,CartoonAdapter,getItemViewType.(I)I,30
igorgatis,com.googlecode.compress_j2me.gzip,ZStream,writeLittleEndian.(II)V,34
yitaohu,cs61b_project1,PixImage,getBlue.(II)S,30
jhonnybsg,br.com.gamezes.screens,PlayerSelectScreen,touchDown.(IIII)Z,29
TBtomislav,jxl.format,Pattern,getPattern.(I)Ljxl/format/Pattern;,75
harrydet,com.example.harry.wakeup.adapters,ListTaskListAdapter,deleteItem.(I)V,31
dcapwell,com.github.dcapwell.java.file.operations,NIOChmod,isSet.(II)Z,30
RedingG,com.reding.qrcard,WelcomeActivity,setCurView.(I)V,30
TheTemportalist,com.temportalist.thaumicexpansion.common.tile,TEThaumicAnalyzer,transfer.(III)Z,29
WyattPearson,-,Board,drawBoard.(II)V,64
sheryanresutov,GameBackEnd,Game,dropPlayerFromSB.(I)Ljava/lang/Object;,31
bradfordkyle11,com.kmbapps.classscheduler,SortByDialogFragment,newInstance.(I)Ljava/lang/Object;,29
zhangruoxu,VC.Scanner,SourceFile,inspectChar.(I)C,30
tkleisas,org.teacake.monolith.apk,LinearInterpolator,getValue.(I)F,30
zlim,jnt.scimark2,MonteCarlo,num_flops.(I)D,30
pfyuit,com.pfyuit.myalgorithm.datastructure.hash,HashTable,remove.(I)Lcom/pfyuit/myalgorithm/datastructure/hash/HashTable$DataItem;,30
WyattPearson,-,Board,unoccupy.(II)V,29
dezouzart,service,SmartBusca,checaVisitados.(II)Z,31
Mandrivia,main,ProblemData,getScoreBalloon.(II)I,30
vdzundza,main,HashMap,get.(I)Ljava/lang/Object;,29
sivang,org.kde.necessitas.origo,QtActivity,onCreatePanelView.(I)Ljava/lang/Object;,30
spiritistz,com.wordpress.hifilmtheapp,MainActivity,getOutputMediaFile.(I)Ljava/lang/Object;,30
clear2zero,com.ksy.media.widget,MediaPlayerBufferingView,setBufferingProgress.(I)V,33
clrung,-,Graph,getVertex.(I)Ljava/lang/Object;,32
Jumping-alien-W-and-M,jumpingalien.common.sprites,ImageSprite,scaleToWidth.(I)Ljava/lang/Object;,28
harithan81,com.lm.service,BookService,borrowBook.(I)Ljava/lang/Object;,28
tliu17,-,OpenHashing,getHashAddress.(II)I,34
caseyjames,assignment9,PriorityQueueHEAP,percolateDown.(I)V,32
fabiuz7,edu.umd.cloud9.util,ArrayListOfInts,remove.(I)I,32
yxsu,com.petuum.ps.common.util,VectorClock,getClock.(I)I,33
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,getClienteById.(I)Ljava/lang/Object;,30
TheTemportalist,com.temportalist.thaumicexpansion.common.block,BlockThaumicAnalyzer,createStackedBlock.(I)Ljava/lang/Object;,29
TomWerner,com.wernerapps.ezbongo.StopListing,ExpandableSwipeAdapter,getChildId.(II)J,29
nicolas-legroux,-,GraphBuilder,getPresentParts.(II)Ljava/lang/Object;,28
asleepcat,org.eclipse.wb.swt,SWTResourceManager,getColor.(I)Ljava/lang/Object;,28
ahielg,hebrewDate,CalendarUtils,gimatria.(I)Ljava/lang/Object;,30
lzh9102,zxinggui.generator,GeneratorManager,getGenerator.(I)Ljava/lang/Object;,31
Jumping-alien-W-and-M,jumpingalien.model,World,getTilePos.(I)I,30
Mandrivia,main,ProblemData,getTargetIndex.(II)I,30
TBtomislav,jxl.write.biff,WritableWorkbookImpl,getExternalSheetName.(I)Ljava/lang/Object;,30
clhernandez,cl.usach.lab1.finanzas.rmi.client,ClienteFinanzasRMI,eliminarCliente.(I)Z,36
azaky,ecc,ECPoint,toString.(I)Ljava/lang/String;,35
TBtomislav,jxl.biff,Type,createType.(I)Ljxl/biff/Type;,32
asleepcat,org.eclipse.wb.swt,SWTResourceManager,getCursor.(I)Ljava/lang/Object;,37
IMORALESNW,com.nubware.healthyapp,ApplicationStep2,onExit.(I)V,28
srivathsarao,com.vertexnet.realestate.model.tablemodel,AgentsTableModel,getColumnClass.(I)Ljava/lang/Object;,29
JsonHunt,com.squareup.okhttp.internal.spdy,Settings,getClientCertificateVectorSize.(I)I,28
martincameron,micromod,Note,periodToKey.(I)I,311
TBtomislav,jxl.biff.drawing,ShapeType,getType.(I)Ljxl/biff/drawing/ShapeType;,52
mathewreny,edu.unl.cse,Compiler,returnBinaryNumber.(II)Ljava/lang/Object;,76
sheryanresutov,gui,GamePanel,addCard.(I)V,28
DHIS2,org.dhis2.mobile.utils.date.expiryday,SixMonthlyExpiryDayValidator,monthOfYear.(I)I,29
daniellebryant,edu.augustana.csc490.individualgame,GamePiece,contains.(II)Z,29
KenyStev,examen1labprg2,Empresa,extendsContract.(I)Z,28
MikeLydeamore,powercrystals.core.gui.controls,ListBox,removeAt.(I)V,27
jn222na,com.example.DAL,CRUD,getTask.(I)Ljava/lang/Object;,28
dumchikov,chickens.kharkov.ua.chickens,TabsViewPagerAdapter,getItem.(I)Ljava/lang/Object;,28
netixx,fr.enst.infsi351.notedown.fragment,SideBySidePdfRendererFragment,showPage.(II)V,26
WyattPearson,-,HailstoneGenerator,hailstone.(I)I,29
daniellebryant,edu.augustana.csc490.individualgame,GamePiece,setOwner.(I)V,29
fabiuz7,edu.umd.cloud9.util,ArrayListOfShorts,ensureCapacity.(I)V,42
alero,org.hrodberaht.i18n.formatter,NumberFormatter,validatePosition.(IIII)Z,32
frontiertsymbal,com.frontier.giphy.utils,CircularViewPagerHandler,onPageScrollStateChanged.(I)V,29
Mandrivia,main,ProblemData,setAltitudeChanges.(III)V,26
AlecinVan,storm.ingress.tools,SlotBasedCounter,wipeSlot.(I)V,29
eevans,SevenZip.Compression.LZMA,Base,StateUpdateChar.(I)I,33
gpfjeff,com.gpfcomics.android.ppp,Cardset,isValidPasscodeLength.(I)Z,31
voodoodyne,org.subethamail.smtp.server,SMTPServer,setMaxMessageSize.(I)V,27
